"","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","trump","clinton","other","undecided","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","johnson","mcmullin"
"809","--","Ipsos/Reuters","2016-07-16","2016-07-20","2016-07-21T16:25:42Z",NA,"Registered Voters - Republican","Internet",74,8,11,8,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24949","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical72016.pdf","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1,NA,NA
"810","--","Ipsos/Reuters","2016-07-16","2016-07-20","2016-07-21T16:25:42Z",NA,"Registered Voters - independent","Internet",33,15,31,21,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24949","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical72016.pdf","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1,NA,NA
"811","--","Ipsos/Reuters","2016-07-16","2016-07-20","2016-07-21T16:25:42Z",1232,"Registered Voters","Internet",35,39,8,11,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24949","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical72016.pdf","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2,NA,NA
"812","--","Ipsos/Reuters","2016-07-16","2016-07-20","2016-07-21T16:25:42Z",NA,"Registered Voters - Democrat","Internet",9,74,8,6,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24949","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical72016.pdf","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2,NA,NA
"813","--","Ipsos/Reuters","2016-07-16","2016-07-20","2016-07-21T16:25:42Z",NA,"Registered Voters - Republican","Internet",71,7,6,9,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24949","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical72016.pdf","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2,NA,NA
"814","--","Ipsos/Reuters","2016-07-16","2016-07-20","2016-07-21T16:25:42Z",NA,"Registered Voters - independent","Internet",32,14,18,19,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24949","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical72016.pdf","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2,NA,NA
"815","--","Rasmussen","2016-07-18","2016-07-19","2016-07-21T14:00:01Z",1000,"Likely Voters","IVR/Online",43,42,11,4,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-24946","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch","Nonpartisan","None","If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?",1,NA,NA
"816","--","GQR (D-Democracy Corps)","2016-07-13","2016-07-18","2016-07-19T19:39:58Z",900,"Likely Voters","Live Phone",40,43,4,2,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-24934","http://www.democracycorps.com/attachments/article/1037/Dcor_July%20National_EAlert_Memo_7.19.2016_final.pdf?ct=t%28July+National+Vote+Release%29","Sponsor","Dem","I know it’s a long way off, but thinking about the election for President in November, if the election for President were held today, would you vote for --Democrat Hillary Clinton or Republican Donald Trump (or Libertarian Gary Johnson)?",1,NA,NA
"817","--","YouGov/Economist","2016-07-15","2016-07-17","2016-07-18T21:00:19Z",1056,"Registered Voters","Internet",37,40,7,10,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24925","https://today.yougov.com/news/2016/07/18/yougoveconomist-poll-july-15-17-2016/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1,NA,NA
"818","--","YouGov/Economist","2016-07-15","2016-07-17","2016-07-18T21:00:19Z",392,"Registered Voters - Democrat","Internet",7,77,7,9,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24925","https://today.yougov.com/news/2016/07/18/yougoveconomist-poll-july-15-17-2016/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1,NA,NA
"819","--","YouGov/Economist","2016-07-15","2016-07-17","2016-07-18T21:00:19Z",286,"Registered Voters - Republican","Internet",83,3,2,5,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24925","https://today.yougov.com/news/2016/07/18/yougoveconomist-poll-july-15-17-2016/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1,NA,NA
"820","--","YouGov/Economist","2016-07-15","2016-07-17","2016-07-18T21:00:19Z",378,"Registered Voters - independent","Internet",32,33,13,15,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24925","https://today.yougov.com/news/2016/07/18/yougoveconomist-poll-july-15-17-2016/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1,NA,NA
"821","--","NBC/SurveyMonkey","2016-07-11","2016-07-17","2016-07-19T14:15:34Z",9436,"Registered Voters","Internet",45,46,NA,9,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24929","https://www.scribd.com/document/318637789/NBC-News-SurveyMonkey-Toplines-and-Methodology-7-11-7-17","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates, for whom would you vote?",1,NA,NA
"822","--","NBC/SurveyMonkey","2016-07-11","2016-07-17","2016-07-19T14:15:34Z",9436,"Registered Voters","Internet",40,39,5,7,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24929","https://www.scribd.com/document/318637789/NBC-News-SurveyMonkey-Toplines-and-Methodology-7-11-7-17","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates for whom would you vote?",2,NA,NA
"823","--","Monmouth University","2016-07-14","2016-07-16","2016-07-18T17:00:34Z",805,"Registered Voters","Live Phone",40,43,4,10,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24920","http://monmouth.edu/MonmouthPoll_US_071816/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?",1,NA,NA
"824","--","Monmouth University","2016-07-14","2016-07-16","2016-07-18T17:00:34Z",245,"Registered Voters - Democrat","Live Phone",5,88,2,4,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24920","http://monmouth.edu/MonmouthPoll_US_071816/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?",1,NA,NA
"825","--","Monmouth University","2016-07-14","2016-07-16","2016-07-18T17:00:34Z",226,"Registered Voters - Republican","Live Phone",81,8,1,7,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24920","http://monmouth.edu/MonmouthPoll_US_071816/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?",1,NA,NA
"826","--","Monmouth University","2016-07-14","2016-07-16","2016-07-18T17:00:34Z",320,"Registered Voters - independent","Live Phone",40,31,6,14,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24920","http://monmouth.edu/MonmouthPoll_US_071816/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?",1,NA,NA
"827","--","Morning Consult","2016-07-14","2016-07-16","2016-07-18T11:13:12Z",2002,"Registered Voters","Internet",39,41,NA,20,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24914","https://morningconsult.com/2016/07/18/poll-trump-remains-within-striking-distance-clinton-security-issues-rise/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1,NA,NA
"828","--","Morning Consult","2016-07-14","2016-07-16","2016-07-18T11:13:12Z",739,"Registered Voters - Democrat","Internet",8,80,NA,12,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24914","https://morningconsult.com/2016/07/18/poll-trump-remains-within-striking-distance-clinton-security-issues-rise/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1,NA,NA
"829","--","Morning Consult","2016-07-14","2016-07-16","2016-07-18T11:13:12Z",590,"Registered Voters - Republican","Internet",79,7,NA,13,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24914","https://morningconsult.com/2016/07/18/poll-trump-remains-within-striking-distance-clinton-security-issues-rise/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1,NA,NA
"830","--","Morning Consult","2016-07-14","2016-07-16","2016-07-18T11:13:12Z",674,"Registered Voters - independent","Internet",38,27,NA,34,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24914","https://morningconsult.com/2016/07/18/poll-trump-remains-within-striking-distance-clinton-security-issues-rise/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1,NA,NA
"831","--","Morning Consult","2016-07-14","2016-07-16","2016-07-18T11:13:12Z",2002,"Registered Voters","Internet",35,38,NA,15,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24914","https://morningconsult.com/2016/07/18/poll-trump-remains-within-striking-distance-clinton-security-issues-rise/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2,NA,NA
"832","--","Morning Consult","2016-07-14","2016-07-16","2016-07-18T11:13:12Z",739,"Registered Voters - Democrat","Internet",7,77,NA,10,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24914","https://morningconsult.com/2016/07/18/poll-trump-remains-within-striking-distance-clinton-security-issues-rise/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2,NA,NA
"833","--","Morning Consult","2016-07-14","2016-07-16","2016-07-18T11:13:12Z",590,"Registered Voters - Republican","Internet",74,7,NA,11,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24914","https://morningconsult.com/2016/07/18/poll-trump-remains-within-striking-distance-clinton-security-issues-rise/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2,NA,NA
"834","--","Morning Consult","2016-07-14","2016-07-16","2016-07-18T11:13:12Z",674,"Registered Voters - independent","Internet",32,22,NA,25,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24914","https://morningconsult.com/2016/07/18/poll-trump-remains-within-striking-distance-clinton-security-issues-rise/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2,NA,NA
"835","--","CNN","2016-07-13","2016-07-16","2016-07-17T14:00:40Z",872,"Registered Voters","Live Phone",42,49,8,1,"http://elections.huffingtonpost.com/pollster/polls/cnn-24908","http://i2.cdn.turner.com/cnn/2016/images/07/17/rel8a.-.2016.pdf","Nonpartisan","None","Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1,NA,NA
"836","--","CNN","2016-07-13","2016-07-16","2016-07-17T14:00:40Z",NA,"Registered Voters - Democrat","Live Phone",7,89,4,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-24908","http://i2.cdn.turner.com/cnn/2016/images/07/17/rel8a.-.2016.pdf","Nonpartisan","None","Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1,NA,NA
"837","--","CNN","2016-07-13","2016-07-16","2016-07-17T14:00:40Z",NA,"Registered Voters - Republican","Live Phone",93,1,5,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-24908","http://i2.cdn.turner.com/cnn/2016/images/07/17/rel8a.-.2016.pdf","Nonpartisan","None","Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1,NA,NA
